Date,Open,High,Low,Close,Adj Close,Volume
2002-01-18,0.392857,0.403571,0.392143,0.395893,0.338993,338811200
2002-01-22,0.397679,0.399464,0.389643,0.389643,0.333641,327314400
2002-01-23,0.389286,0.411429,0.385536,0.411071,0.35199,443279200
2002-01-24,0.409107,0.419821,0.408929,0.414464,0.354895,344002400
2002-01-25,0.40875,0.418214,0.404643,0.415179,0.355507,185914400
2002-01-28,0.417857,0.420536,0.405714,0.415536,0.355813,186446400
2002-01-29,0.414643,0.420357,0.408036,0.411964,0.352754,240324000
2002-01-30,0.411964,0.431071,0.409643,0.430179,0.368351,471576000
2002-01-31,0.431429,0.441607,0.430536,0.441429,0.377984,468445600
2002-02-01,0.434643,0.445714,0.434643,0.435893,0.373244,398305600
2002-02-04,0.434286,0.455714,0.432143,0.452679,0.387617,522373600
2002-02-05,0.448036,0.463929,0.447857,0.454464,0.389146,456887200
2002-02-06,0.457143,0.463929,0.43125,0.440536,0.37722,597576000
2002-02-07,0.440179,0.451607,0.43,0.433929,0.371562,347832800
2002-02-08,0.435714,0.44,0.417321,0.429107,0.367433,355331200
2002-02-11,0.427321,0.446429,0.423929,0.446071,0.381959,398602400
2002-02-12,0.440357,0.447143,0.436607,0.44125,0.377831,224280000
2002-02-13,0.441607,0.450714,0.440179,0.446607,0.382418,312872000
2002-02-14,0.447321,0.450536,0.435357,0.439286,0.376149,260170400
2002-02-15,0.438036,0.446071,0.425893,0.426786,0.365446,260187200
2002-02-19,0.424286,0.42625,0.401429,0.403929,0.345874,390258400
2002-02-20,0.406607,0.414286,0.399107,0.413036,0.353672,285443200
2002-02-21,0.409286,0.410714,0.383036,0.383929,0.328749,446751200
2002-02-22,0.386786,0.409821,0.383929,0.406071,0.347708,406476000
2002-02-25,0.408036,0.441429,0.399286,0.425179,0.36407,426848800
2002-02-26,0.426964,0.435179,0.415179,0.422679,0.361929,260131200
2002-02-27,0.4275,0.433036,0.373929,0.392143,0.335782,1030159200
2002-02-28,0.395536,0.403393,0.38125,0.3875,0.331806,456937600
2002-03-01,0.391607,0.419643,0.389643,0.41875,0.358565,348992000
2002-03-04,0.415357,0.438929,0.406429,0.43375,0.371409,348258400
2002-03-05,0.43125,0.43625,0.417857,0.420179,0.359789,274702400
2002-03-06,0.419286,0.434643,0.409464,0.429821,0.368045,226206400
2002-03-07,0.429643,0.438036,0.421607,0.435357,0.372785,258249600
2002-03-08,0.441786,0.448036,0.433929,0.440357,0.377066,269774400
2002-03-11,0.439286,0.448929,0.430357,0.4475,0.383183,262785600
2002-03-12,0.437679,0.441786,0.430357,0.441429,0.377984,254055200
2002-03-13,0.435179,0.44375,0.43125,0.437321,0.374467,200765600
2002-03-14,0.433929,0.439286,0.42625,0.43625,0.37355,217296800
2002-03-15,0.436786,0.445714,0.433036,0.445536,0.381501,240900800
2002-03-18,0.445536,0.447321,0.434286,0.441786,0.37829,304556000
2002-03-19,0.440893,0.451786,0.433929,0.44375,0.379972,242345600
2002-03-20,0.440357,0.448929,0.4375,0.445,0.381042,294319200
2002-03-21,0.426071,0.433929,0.415357,0.433393,0.371103,616352800
2002-03-22,0.4325,0.438571,0.42625,0.430179,0.368351,202193600
2002-03-25,0.429821,0.430179,0.415,0.416964,0.357036,262830400
2002-03-26,0.414286,0.422143,0.410714,0.418929,0.358718,257840800
2002-03-27,0.416964,0.423571,0.415357,0.419107,0.358871,127702400
2002-03-28,0.423214,0.426429,0.418929,0.422679,0.361929,108455200
2002-04-01,0.4175,0.441071,0.415714,0.436786,0.374009,199046400
2002-04-02,0.428571,0.433929,0.42625,0.429821,0.368045,203795200
2002-04-03,0.429464,0.437321,0.421429,0.424107,0.363152,214530400
2002-04-04,0.422679,0.447321,0.422679,0.444643,0.380736,338497600
2002-04-05,0.445536,0.449821,0.430357,0.441786,0.37829,278348000
2002-04-08,0.431429,0.440714,0.424643,0.438571,0.375537,261514400
2002-04-09,0.439107,0.446429,0.42875,0.430357,0.368504,191531200
2002-04-10,0.432321,0.445536,0.42875,0.440357,0.377066,224980000
2002-04-11,0.446964,0.45,0.441964,0.443929,0.380125,407254400
2002-04-12,0.446607,0.449464,0.43875,0.4475,0.383183,320241600
2002-04-15,0.4475,0.449107,0.442857,0.446429,0.382266,299370400
2002-04-16,0.449107,0.464107,0.448571,0.459643,0.393581,614577600
2002-04-17,0.463036,0.467321,0.453214,0.46625,0.399238,396250400
2002-04-18,0.455357,0.455714,0.444286,0.45375,0.388534,401710400
2002-04-19,0.455179,0.455179,0.445179,0.446071,0.381959,375407200
2002-04-22,0.443571,0.445179,0.432679,0.438036,0.375079,269427200
2002-04-23,0.438214,0.4425,0.430179,0.433036,0.370798,233469600
2002-04-24,0.433929,0.4375,0.422857,0.424464,0.363458,140448000
2002-04-25,0.420714,0.434643,0.420536,0.430714,0.368809,194202400
2002-04-26,0.433571,0.435179,0.410714,0.410893,0.351837,304981600
2002-04-29,0.413571,0.429643,0.412321,0.427857,0.366363,272288800
2002-04-30,0.426607,0.435357,0.424107,0.433393,0.371103,280963200
2002-05-01,0.43375,0.43375,0.417143,0.428214,0.366669,214704000
2002-05-02,0.425179,0.434643,0.421429,0.423036,0.362235,239344000
2002-05-03,0.420893,0.428929,0.418393,0.419821,0.359482,230781600
2002-05-06,0.416964,0.419643,0.401071,0.404464,0.346332,249664800
2002-05-07,0.409643,0.409821,0.395357,0.40125,0.34358,242748800
2002-05-08,0.414286,0.437857,0.411429,0.435179,0.372633,436682400
2002-05-09,0.433036,0.434821,0.425,0.431964,0.36988,224616000
2002-05-10,0.43375,0.43375,0.410357,0.416429,0.356578,235396000
2002-05-13,0.42,0.430179,0.409643,0.4275,0.366057,265608000
2002-05-14,0.436607,0.458571,0.4325,0.457321,0.391592,526506400
2002-05-15,0.453036,0.463929,0.443571,0.451429,0.386547,335826400
2002-05-16,0.4475,0.454464,0.441964,0.450179,0.385477,227052000
2002-05-17,0.455179,0.460357,0.439464,0.446607,0.382418,236493600
2002-05-20,0.43875,0.445179,0.438036,0.441786,0.37829,269914400
2002-05-21,0.443393,0.446429,0.417857,0.418929,0.358718,280991200
2002-05-22,0.417321,0.435179,0.416429,0.434286,0.371868,290875200
2002-05-23,0.436607,0.450714,0.429821,0.449643,0.385018,369398400
2002-05-24,0.44625,0.44625,0.427857,0.43125,0.369268,166174400
2002-05-28,0.423036,0.432143,0.418393,0.428214,0.366669,149716000
2002-05-29,0.427143,0.436429,0.41875,0.428214,0.366669,221793600
2002-05-30,0.424464,0.435357,0.419821,0.432143,0.370033,196375200
2002-05-31,0.430179,0.433036,0.415714,0.416071,0.356271,365495200
2002-06-03,0.417679,0.41875,0.403214,0.409107,0.350308,235110400
2002-06-04,0.408571,0.411429,0.396071,0.406786,0.348321,347821600
2002-06-05,0.407679,0.407679,0.399107,0.405714,0.347403,277082400
2002-06-06,0.41,0.414821,0.393571,0.395714,0.33884,259996800
2002-06-07,0.388571,0.391786,0.37375,0.382143,0.327219,612376800
2002-06-10,0.383571,0.39,0.381071,0.383571,0.328442,277575200
2002-06-11,0.386429,0.3875,0.364464,0.365357,0.312846,349496000
2002-06-12,0.364464,0.370536,0.356071,0.35875,0.307188,528718400
2002-06-13,0.3575,0.358036,0.346071,0.348929,0.298779,352083200
2002-06-14,0.343571,0.363571,0.323393,0.358929,0.307342,424900000
2002-06-17,0.361429,0.368393,0.354464,0.366786,0.314069,324609600
2002-06-18,0.364643,0.367679,0.356786,0.359821,0.308106,353360000
2002-06-19,0.310179,0.314286,0.301429,0.305714,0.261775,1709467200
2002-06-20,0.306607,0.314286,0.300893,0.305536,0.261623,396636800
2002-06-21,0.303036,0.312321,0.299821,0.300893,0.257647,445177600
2002-06-24,0.299464,0.316607,0.298214,0.308393,0.264069,431933600
2002-06-25,0.310714,0.315714,0.301071,0.306071,0.262081,301201600
2002-06-26,0.3,0.30875,0.285357,0.295536,0.25306,558952800
2002-06-27,0.299821,0.308393,0.293214,0.304643,0.260858,251658400
2002-06-28,0.305357,0.318214,0.303571,0.316429,0.27095,269858400
2002-07-01,0.31625,0.319286,0.304464,0.304643,0.260858,222689600
2002-07-02,0.304107,0.306429,0.300536,0.3025,0.259023,305188800
2002-07-03,0.300179,0.315714,0.299107,0.313393,0.26835,199029600
2002-07-05,0.31625,0.334821,0.31625,0.334643,0.286546,161649600
2002-07-08,0.330714,0.332321,0.315714,0.321607,0.275384,211204000
2002-07-09,0.323036,0.326607,0.311786,0.313036,0.268045,226749600
2002-07-10,0.31625,0.324464,0.308036,0.309286,0.264834,206880800
2002-07-11,0.308214,0.327679,0.303036,0.326786,0.279818,373676800
2002-07-12,0.33125,0.335536,0.308214,0.312679,0.267739,443492000
2002-07-15,0.31125,0.332143,0.300179,0.325536,0.278748,295993600
2002-07-16,0.324107,0.331607,0.314464,0.318929,0.273091,446768000
2002-07-17,0.288036,0.289286,0.27125,0.279107,0.238992,1215485600
2002-07-18,0.276786,0.277857,0.263393,0.267679,0.229207,559462400
2002-07-19,0.2625,0.270893,0.259464,0.267143,0.228748,385207200
2002-07-22,0.263393,0.27125,0.260893,0.266429,0.228136,430897600
2002-07-23,0.266071,0.270179,0.257857,0.258393,0.221255,399890400
2002-07-24,0.255893,0.271786,0.254464,0.271429,0.232418,406593600
2002-07-25,0.266607,0.266964,0.250179,0.256429,0.219574,479354400
2002-07-26,0.258214,0.259464,0.246429,0.256071,0.219267,207704000
2002-07-29,0.258571,0.269643,0.256607,0.268214,0.229665,274960000
2002-07-30,0.265179,0.276964,0.26,0.275536,0.235934,354838400
2002-07-31,0.275,0.275357,0.266071,0.2725,0.233335,310699200
2002-08-01,0.269821,0.275357,0.263036,0.264286,0.226301,228956000
2002-08-02,0.263214,0.267857,0.254464,0.258036,0.22095,179060000
2002-08-05,0.259107,0.2625,0.249464,0.249821,0.213915,204024800
2002-08-06,0.25375,0.271964,0.251429,0.263214,0.225383,272053600
2002-08-07,0.269464,0.274286,0.25625,0.268393,0.229818,333474400
2002-08-08,0.26375,0.274643,0.26375,0.273214,0.233946,227348800
2002-08-09,0.272321,0.272321,0.263393,0.267857,0.229359,205716000
2002-08-12,0.266071,0.268214,0.262321,0.267679,0.229207,179765600
2002-08-13,0.266071,0.271607,0.259821,0.260536,0.22309,269869600
2002-08-14,0.261964,0.274107,0.259643,0.270893,0.231959,399084000
2002-08-15,0.272321,0.28125,0.268036,0.27875,0.238687,322078400
2002-08-16,0.275893,0.2875,0.272857,0.282321,0.241744,245224000
2002-08-19,0.281786,0.290179,0.280714,0.285357,0.244344,216557600
2002-08-20,0.285179,0.287321,0.277321,0.284107,0.243273,186625600
2002-08-21,0.285893,0.29,0.275893,0.287857,0.246485,202428800
2002-08-22,0.289286,0.290179,0.279643,0.285179,0.244191,258311200
2002-08-23,0.283929,0.284464,0.275893,0.280893,0.240521,163245600
2002-08-26,0.284821,0.284821,0.270714,0.277321,0.237463,189968800
2002-08-27,0.280536,0.281071,0.262679,0.265179,0.227066,262231200
2002-08-28,0.264286,0.27,0.261607,0.2625,0.224772,247973600
2002-08-29,0.261607,0.269286,0.259107,0.2625,0.224772,164169600
2002-08-30,0.263036,0.270357,0.260357,0.263393,0.225537,193519200
2002-09-03,0.25875,0.259821,0.250893,0.250893,0.214833,276936800
2002-09-04,0.253571,0.263929,0.253036,0.258571,0.221408,420660800
2002-09-05,0.253929,0.256429,0.250893,0.253214,0.216821,226178400
2002-09-06,0.259107,0.261607,0.254107,0.256786,0.219879,181591200
2002-09-09,0.255,0.259464,0.252679,0.256607,0.219726,158244800
2002-09-10,0.257321,0.25875,0.252143,0.255893,0.219115,249468800
2002-09-11,0.256071,0.260714,0.252679,0.255179,0.218503,202412000
2002-09-12,0.253571,0.259107,0.252143,0.2525,0.216209,269830400
2002-09-13,0.252321,0.256071,0.250893,0.253036,0.216668,282951200
2002-09-16,0.2525,0.260893,0.252143,0.258929,0.221714,286641600
2002-09-17,0.260179,0.268393,0.260179,0.264286,0.226301,427996800
2002-09-18,0.262321,0.269464,0.259286,0.268214,0.229665,328641600
2002-09-19,0.263393,0.264286,0.258571,0.260357,0.222937,205945600
2002-09-20,0.261071,0.266786,0.259286,0.265536,0.227372,352788800
2002-09-23,0.263571,0.267143,0.258036,0.265179,0.227066,263709600
2002-09-24,0.257143,0.264643,0.257143,0.261429,0.223855,250661600
2002-09-25,0.262321,0.270893,0.261607,0.266607,0.228289,254682400
2002-09-26,0.269643,0.27125,0.259821,0.2625,0.224772,208644800
2002-09-27,0.25875,0.265179,0.258571,0.262857,0.225078,206152800
2002-09-30,0.257143,0.260179,0.2525,0.258929,0.221714,237697600
2002-10-01,0.260536,0.260714,0.25,0.259107,0.221867,342423200
2002-10-02,0.255893,0.26125,0.251786,0.253036,0.216668,229348000
2002-10-03,0.253214,0.260714,0.251071,0.255357,0.218656,217896000
2002-10-04,0.256429,0.257143,0.249821,0.250536,0.214528,190825600
2002-10-07,0.249464,0.25375,0.245714,0.245893,0.210552,244697600
2002-10-08,0.248214,0.249286,0.238571,0.244286,0.209176,453644800
2002-10-09,0.241786,0.247321,0.239464,0.242679,0.2078,356686400
2002-10-10,0.243393,0.253929,0.2425,0.251964,0.21575,321574400
2002-10-11,0.254464,0.263929,0.251786,0.259107,0.221867,294677600
2002-10-14,0.259821,0.2675,0.257857,0.26375,0.225842,194404000
2002-10-15,0.271786,0.272321,0.263929,0.270714,0.231805,405518400
2002-10-16,0.265357,0.270179,0.248214,0.26,0.222631,307624800
2002-10-17,0.25375,0.256786,0.249643,0.251964,0.21575,469296800
2002-10-18,0.25,0.25625,0.24875,0.256071,0.219267,288299200
2002-10-21,0.254643,0.26125,0.25,0.26,0.222631,238520800
2002-10-22,0.258393,0.265714,0.254643,0.2625,0.224772,218148000
2002-10-23,0.26125,0.2675,0.258929,0.265714,0.227524,209036800
2002-10-24,0.268214,0.271607,0.259821,0.262321,0.224619,174748000
2002-10-25,0.262321,0.275893,0.260536,0.275357,0.235781,279070400
2002-10-28,0.277679,0.284821,0.272321,0.27875,0.238687,349300000
2002-10-29,0.278036,0.283571,0.267143,0.275714,0.236087,259179200
2002-10-30,0.276607,0.292321,0.276429,0.285357,0.244344,270676000
2002-10-31,0.285536,0.293571,0.284286,0.286964,0.24572,295836800
2002-11-01,0.284643,0.294643,0.28375,0.292143,0.250155,189828800
2002-11-04,0.294643,0.310357,0.291964,0.301607,0.258258,376818400
2002-11-05,0.299107,0.302857,0.291964,0.301786,0.258412,210694400
2002-11-06,0.305,0.309286,0.298214,0.3075,0.263304,216389600
2002-11-07,0.3025,0.305357,0.282321,0.285714,0.24465,336179200
2002-11-08,0.285893,0.289286,0.277143,0.282857,0.242203,190064000
2002-11-11,0.281071,0.28375,0.27,0.270714,0.231805,152975200
2002-11-12,0.273571,0.286429,0.272857,0.279286,0.239145,223792800
2002-11-13,0.276786,0.286964,0.272857,0.278393,0.238381,231739200
2002-11-14,0.283929,0.293036,0.281786,0.291071,0.249237,141713600
2002-11-15,0.289821,0.29,0.281429,0.284821,0.243885,160994400
2002-11-18,0.289107,0.289286,0.277143,0.279464,0.239298,164578400
2002-11-19,0.277679,0.28125,0.268036,0.272679,0.233488,210952000
2002-11-20,0.273214,0.280357,0.272321,0.277321,0.237463,208740000
2002-11-21,0.283929,0.293571,0.28125,0.291964,0.250001,418482400
2002-11-22,0.287321,0.291071,0.283929,0.285893,0.244803,227858400
2002-11-25,0.28625,0.288214,0.280536,0.285179,0.244191,199427200
2002-11-26,0.283036,0.283929,0.272679,0.275179,0.235629,240262400
2002-11-27,0.278571,0.283214,0.275893,0.280714,0.240368,286798400
2002-11-29,0.281964,0.283571,0.275179,0.276786,0.237005,143432800
2002-12-02,0.283929,0.2875,0.268036,0.271071,0.232111,398742400
2002-12-03,0.271429,0.273929,0.269643,0.270714,0.231805,227869600
2002-12-04,0.271071,0.27125,0.258929,0.267321,0.2289,325757600
2002-12-05,0.268393,0.269286,0.259464,0.26125,0.223702,243398400
2002-12-06,0.261607,0.27125,0.259286,0.266964,0.228594,245358400
2002-12-09,0.266786,0.266964,0.261964,0.263393,0.225537,236084800
2002-12-10,0.263393,0.275893,0.263036,0.272857,0.23364,308610400
2002-12-11,0.273214,0.276607,0.269286,0.276607,0.236851,253500800
2002-12-12,0.276964,0.277679,0.268036,0.27125,0.232264,149340800
2002-12-13,0.270357,0.270536,0.261607,0.264107,0.226148,164780000
2002-12-16,0.264464,0.269643,0.260893,0.265179,0.227066,251624800
2002-12-17,0.265179,0.27125,0.261786,0.269286,0.230583,222661600
2002-12-18,0.264286,0.265357,0.258929,0.260179,0.222785,150701600
2002-12-19,0.259464,0.266429,0.251786,0.253571,0.217126,347519200
2002-12-20,0.255179,0.26,0.246071,0.2525,0.216209,318096800
2002-12-23,0.252857,0.259821,0.252143,0.25875,0.221561,125826400
2002-12-24,0.257857,0.258393,0.255357,0.256429,0.219574,39340000
2002-12-26,0.2575,0.264464,0.255,0.257143,0.220185,85422400
2002-12-27,0.255536,0.256786,0.250179,0.251071,0.214986,80035200
2002-12-30,0.251429,0.252679,0.247143,0.25125,0.215139,155041600
2002-12-31,0.25,0.256429,0.249107,0.255893,0.219115,200726400
2003-01-02,0.256429,0.266429,0.25625,0.264286,0.226301,181428800
2003-01-03,0.264286,0.266607,0.260536,0.266071,0.22783,147453600
2003-01-06,0.268393,0.274643,0.265714,0.266071,0.22783,390532800
2003-01-07,0.264107,0.267857,0.258393,0.265179,0.227066,342344800
2003-01-08,0.260357,0.262679,0.257857,0.259821,0.222478,229644800
2003-01-09,0.261071,0.266429,0.258929,0.262143,0.224466,215252800
2003-01-10,0.260357,0.264643,0.25875,0.262857,0.225078,175100800
2003-01-13,0.266071,0.266071,0.256429,0.26125,0.223702,178942400
2003-01-14,0.262321,0.264643,0.25875,0.260893,0.223396,186860800
2003-01-15,0.260536,0.2625,0.254643,0.257679,0.220644,371128800
2003-01-16,0.25375,0.263571,0.25375,0.261071,0.223548,559070400
2003-01-17,0.26,0.26,0.251429,0.251786,0.215598,266761600
2003-01-21,0.25375,0.257321,0.25,0.250357,0.214374,253456000
2003-01-22,0.249643,0.252679,0.246429,0.247857,0.212234,215140800
2003-01-23,0.250893,0.256429,0.249107,0.253036,0.216668,228256000
2003-01-24,0.254286,0.254286,0.242143,0.246429,0.211011,305468800
2003-01-27,0.244286,0.258929,0.24375,0.252321,0.216056,391406400
2003-01-28,0.254286,0.262321,0.252857,0.260357,0.222937,286255200
2003-01-29,0.259821,0.269643,0.255357,0.266607,0.228289,373044000
2003-01-30,0.2675,0.269107,0.255179,0.255714,0.218961,407058400
2003-01-31,0.253393,0.259821,0.250893,0.256429,0.219574,341224800
2003-02-03,0.257321,0.26625,0.25625,0.261786,0.224161,264784800
2003-02-04,0.258036,0.261607,0.255536,0.260714,0.223243,317413600
2003-02-05,0.262679,0.266607,0.257857,0.258036,0.22095,221614400
2003-02-06,0.256429,0.260536,0.253929,0.257679,0.220644,179149600
2003-02-07,0.259821,0.260714,0.25125,0.252679,0.216363,269701600
2003-02-10,0.254643,0.260179,0.251071,0.25625,0.21942,167888000
2003-02-11,0.258929,0.26125,0.253571,0.25625,0.21942,164780000
2003-02-12,0.254821,0.260714,0.254821,0.256964,0.220032,228687200
2003-02-13,0.257321,0.261429,0.254286,0.259643,0.222326,208493600
2003-02-14,0.260893,0.262857,0.25625,0.261964,0.224313,243297600
2003-02-18,0.263393,0.273214,0.262857,0.272679,0.233488,290897600
2003-02-19,0.269107,0.270536,0.262143,0.265179,0.227066,240368800
2003-02-20,0.265179,0.267143,0.262679,0.26375,0.225842,224352800
2003-02-21,0.264643,0.268929,0.261607,0.267857,0.229359,157444000
2003-02-24,0.265357,0.268393,0.246429,0.263214,0.225383,180252800
2003-02-25,0.262143,0.269286,0.260357,0.268214,0.229665,188641600
2003-02-26,0.267679,0.268214,0.258571,0.258929,0.221714,217095200
2003-02-27,0.260179,0.267857,0.259107,0.265357,0.227218,154341600
2003-02-28,0.265357,0.269464,0.26375,0.268036,0.229512,195098400
2003-03-03,0.268036,0.270714,0.259821,0.261607,0.224007,203761600
2003-03-04,0.263214,0.264464,0.257857,0.26,0.222631,126414400
2003-03-05,0.260893,0.264286,0.259286,0.261071,0.223548,126683200
2003-03-06,0.260357,0.260714,0.257143,0.26,0.222631,99859200
2003-03-07,0.258393,0.262679,0.255536,0.259464,0.222172,200984000
2003-03-10,0.259107,0.261964,0.255357,0.256607,0.219726,134573600
2003-03-11,0.256429,0.25875,0.252143,0.254107,0.217585,161190400
2003-03-12,0.253036,0.256964,0.251071,0.253929,0.217433,222560800
2003-03-13,0.258393,0.264286,0.253036,0.262857,0.225078,335445600
2003-03-14,0.262143,0.268036,0.261429,0.263929,0.225996,153098400
2003-03-17,0.265893,0.269107,0.262679,0.268036,0.229512,399912800
2003-03-18,0.267857,0.269464,0.264643,0.267857,0.229359,229980800
2003-03-19,0.269107,0.270536,0.264107,0.266964,0.228594,141316000
2003-03-20,0.266607,0.267679,0.260714,0.26625,0.227983,163178400
2003-03-21,0.269464,0.270536,0.264643,0.267857,0.229359,297948000
2003-03-24,0.261964,0.264286,0.25625,0.256607,0.219726,161100800
2003-03-25,0.257321,0.264821,0.256607,0.259821,0.222478,167697600
2003-03-26,0.259821,0.26,0.255357,0.257321,0.220337,178343200
2003-03-27,0.255714,0.2625,0.255714,0.25875,0.221561,122393600
2003-03-28,0.257143,0.261071,0.256607,0.260179,0.222785,145303200
2003-03-31,0.255893,0.259464,0.250714,0.2525,0.216209,256659200
2003-04-01,0.253571,0.255536,0.25125,0.252857,0.216515,154341600
2003-04-02,0.256429,0.262321,0.254821,0.260714,0.223243,171371200
2003-04-03,0.26,0.2625,0.25625,0.258214,0.221102,145712000
